Date,Electricity Demand
2021/12/11,20312.58507
2021/12/12,20426.59761
2021/12/13,21868.41213
2021/12/14,21042.84618
2021/12/15,21048.39535
2021/12/16,21476.68636
2021/12/17,22033.85225
2021/12/18,21821.79441
2021/12/19,21349.32295
2021/12/20,21488.75029
2021/12/21,21904.25497
2021/12/22,22023.38723
2021/12/23,22715.45749
2021/12/24,23753.22215
2021/12/25,23532.28479
2021/12/26,23305.13686
2021/12/27,23753.22215
2021/12/28,23380.33954
2021/12/29,23396.45074
2021/12/30,23280.2953
2021/12/31,23506.49172
2022/1/1,24432.00109
2022/1/2,24852.07914
2022/1/3,25322.06331
2022/1/4,25343.9818
2022/1/5,25420.51469
2022/1/6,25435.31824
2022/1/7,25092.48441
2022/1/8,24791.7465
2022/1/9,24501.02123
2022/1/10,25074.28626
2022/1/11,25976.57074
2022/1/12,25999.9099
2022/1/13,26088.04567
2022/1/14,25599.89685
2022/1/15,24950.96066
2022/1/16,25009.56198
2022/1/17,25604.53598
2022/1/18,25584.43932
2022/1/19,25640.2332
2022/1/20,25693.17016
2022/1/21,25704.02793
2022/1/22,25065.28992
2022/1/23,24748.37147
2022/1/24,24420.34563
2022/1/25,24493.05881
2022/1/26,24396.17812
2022/1/27,24106.72176
2022/1/28,24794.89221
2022/1/29,24042.13781
2022/1/30,22830.21196
2022/1/31,21582.08093
2022/2/1,20719.93306
2022/2/2,20461.48938
2022/2/3,20916.53801
2022/2/4,22050.57905
2022/2/5,21582.09388
2022/2/6,21748.34936
2022/2/7,21848.31297
2022/2/8,22210.27695
2022/2/9,23308.79741
2022/2/10,22537.06239
2022/2/11,23101.26928
2022/2/12,23205.67047
2022/2/13,23019.47998
2022/2/14,23899.28976
2022/2/15,23591.21658
2022/2/16,24620.64203
2022/2/17,24390.67954
2022/2/18,24415.36954
2022/2/19,24149.54466
2022/2/20,23632.14927
2022/2/21,24439.70892
2022/2/22,24693.19924
2022/2/23,24255.48955
2022/2/24,23838.28058
2022/2/25,23800.84249
2022/2/26,23619.20357
2022/2/27,23239.78573
2022/2/28,23001.29958
2022/3/1,23159.20459
2022/3/2,23241.21175
2022/3/3,23097.26366
2022/3/4,23159.20459
2022/3/5,22945.90422
2022/3/6,21707.48067
2022/3/7,22023.07405
2022/3/8,21871.22372
2022/3/9,22389.90061
2022/3/10,21663.74198
2022/3/11,21186.41569
2022/3/12,20399.065
2022/3/13,20183.45405
2022/3/14,17698.03593
2022/3/15,19512.80453
2022/3/16,20634.27572
2022/3/17,19450.15859
2022/3/18,19325.86426
2022/3/19,19166.90724
2022/3/20,19007.9407
2022/3/21,18775.71089
2022/3/22,18648.61501
2022/3/23,18157.09597
2022/3/24,17611.45059
2022/3/25,18088.42144
2022/3/26,17417.12787
2022/3/27,18661.70994
2022/3/28,18215.47761
2022/3/29,17698.03593
2022/3/30,16898.41505
2022/3/31,17552.17753
2022/4/1,16794.65045
2022/4/2,16850.73703
2022/4/3,16700.29744
2022/4/4,16192.34235
2022/4/5,17224.79844
2022/4/6,16557.89915
2022/4/7,16643.54231
2022/4/8,16700.29744
2022/4/9,15653.31745
2022/4/10,16545.84092
2022/4/11,15770.20477
2022/4/12,16119.35548
2022/4/13,15889.1859
2022/4/14,15828.34164
2022/4/15,15967.2462
2022/4/16,15926.3196
2022/4/17,15828.66327
2022/4/18,16036.32173
2022/4/19,16845.703
2022/4/20,15789.91686
2022/4/21,15783.6941
2022/4/22,16141.67123
2022/4/23,16392.17116
2022/4/24,16120.60631
2022/4/25,16209.09047
2022/4/26,16598.96836
2022/4/27,16700.29744
2022/4/28,17145.51577
2022/4/29,16847.67092
2022/4/30,17376.00217
2022/5/1,17442.02222
2022/5/2,17522.54812
2022/5/3,17793.91776
2022/5/4,17990.36548
2022/5/5,17932.38243
2022/5/6,17619.01512
2022/5/7,18309.41342
2022/5/8,18162.32502
2022/5/9,18930.24738
2022/5/10,18063.07906
2022/5/11,18016.66388
2022/5/12,18539.21019
2022/5/13,18547.93327
2022/5/14,18348.48866
2022/5/15,17862.92727
2022/5/16,18224.54965
2022/5/17,18710.39475
2022/5/18,18376.25675
2022/5/19,18554.71085
2022/5/20,18382.18484
2022/5/21,18764.20742
2022/5/22,18460.94157
2022/5/23,18875.36991
2022/5/24,18824.7996
2022/5/25,18013.34217
2022/5/26,18110.62047
2022/5/27,18319.20499
2022/5/28,18126.95523
2022/5/29,17850.24165
2022/5/30,17777.99993
2022/5/31,18334.7593
2022/6/1,18652.66812
2022/6/2,18412.70681
2022/6/3,17498.52178
2022/6/4,17100.17254
2022/6/5,17491.76195
2022/6/6,17706.65044
2022/6/7,17885.35189
2022/6/8,18403.48248
2022/6/9,17928.17085
2022/6/10,17969.40277
2022/6/11,17965.6566
2022/6/12,17804.98225
2022/6/13,18230.47062
2022/6/14,18152.20832
2022/6/15,18518.39405
2022/6/16,18516.43571
2022/6/17,18858.87051
2022/6/18,19064.53345
2022/6/19,18442.3306
2022/6/20,19268.75545
2022/6/21,18942.13557
2022/6/22,19246.42204
2022/6/23,18652.66812
2022/6/24,18166.94736
2022/6/25,18468.37059
2022/6/26,18489.50029
2022/6/27,18887.15858
2022/6/28,18641.58668
2022/6/29,18996.11344
2022/6/30,19531.05789
2022/7/1,19107.23393
2022/7/2,18824.94192
2022/7/3,18573.37257
2022/7/4,19703.45318
2022/7/5,19942.93976
2022/7/6,19899.56001
2022/7/7,19339.17666
2022/7/8,19532.62682
2022/7/9,19073.66041
2022/7/10,18959.65886
2022/7/11,19864.48522
2022/7/12,20286.72078
2022/7/13,19303.21617
2022/7/14,18227.42932
2022/7/15,19198.11052
2022/7/16,18712.24417
2022/7/17,18636.50749
2022/7/18,19420.77583
2022/7/19,19751.54699
2022/7/20,20074.33654
2022/7/21,19973.29192
2022/7/22,20266.92355
2022/7/23,19937.5937
2022/7/24,18780.71734
2022/7/25,20030.00536
2022/7/26,20572.1872
2022/7/27,21021.82203
2022/7/28,20874.593
2022/7/29,20327.58343
2022/7/30,20281.10163
2022/7/31,20063.74603
2022/8/1,21257.0994
2022/8/2,21710.34224
2022/8/3,21567.70004
2022/8/4,21336.08114
2022/8/5,20336.78991
2022/8/6,20482.67362
2022/8/7,19281.00197
2022/8/8,19045.40944
2022/8/9,18938.7937
2022/8/10,19202.57315
2022/8/11,19308.07362
2022/8/12,19710.48685
2022/8/13,19317.8493
2022/8/14,18923.28553
2022/8/15,18642.00794
2022/8/16,19416.61079
2022/8/17,19248.77319
2022/8/18,19422.62659
2022/8/19,18713.26535
2022/8/20,17928.02024
2022/8/21,18029.25883
2022/8/22,18122.87134
2022/8/23,18310.15696
2022/8/24,19305.93093
2022/8/25,18091.14185
2022/8/26,18129.67889
2022/8/27,17968.34391
2022/8/28,17794.76297
2022/8/29,19378.40381
2022/8/30,18460.6463
2022/8/31,18981.14797
2022/9/1,18673.83458
2022/9/2,18869.0697
2022/9/3,18647.49745
2022/9/4,18109.88491
2022/9/5,18957.22804
2022/9/6,18636.68388
2022/9/7,18810.11223
2022/9/8,19267.02937
2022/9/9,19143.34272
2022/9/10,17850.12167
2022/9/11,18364.77006
2022/9/12,19005.5347
2022/9/13,18795.71181
2022/9/14,19395.88932
2022/9/15,19112.80991
2022/9/16,19017.75135
2022/9/17,18459.62111
2022/9/18,18348.32932
2022/9/19,18868.40165
2022/9/20,18581.41579
2022/9/21,19048.4844
2022/9/22,19119.59259
2022/9/23,19101.98662
2022/9/24,18485.29155
2022/9/25,18599.71333
2022/9/26,18732.04198
2022/9/27,18891.74998
2022/9/28,18807.89728
2022/9/29,18515.40412
2022/9/30,18406.21286
2022/10/1,17273.33139
2022/10/2,17268.01609
2022/10/3,17374.17918
2022/10/4,17988.22851
2022/10/5,18323.23234
2022/10/6,18877.88601
2022/10/7,18894.02994
2022/10/8,19379.5354
2022/10/9,19914.4637
2022/10/10,20697.53986
2022/10/11,19818.20042
2022/10/12,19707.99404
2022/10/13,19878.24022
2022/10/14,19934.55937
2022/10/15,19463.02372
2022/10/16,19728.25329
2022/10/17,20665.88536
2022/10/18,20929.58032
2022/10/19,21276.18004
2022/10/20,20708.24013
2022/10/21,21146.68824
2022/10/22,21158.62088
2022/10/23,21112.88498
2022/10/24,21296.13185
2022/10/25,21941.13217
2022/10/26,21745.72018
2022/10/27,21510.03673
2022/10/28,21836.43653
2022/10/29,21604.91974
2022/10/30,21146.7799
2022/10/31,21520.4669
2022/11/1,21626.22058
2022/11/2,22068.43378
2022/11/3,22135.75928
2022/11/4,22150.79448
2022/11/5,22283.8588
2022/11/6,21962.19745
2022/11/7,21984.40247
2022/11/8,21733.08666
2022/11/9,22099.11548
2022/11/10,22108.29573
2022/11/11,22047.57467
2022/11/12,22173.71124
2022/11/13,22101.56312
2022/11/14,22932.99921
2022/11/15,22799.411
2022/11/16,23096.44913
2022/11/17,22789.18001
2022/11/18,22538.12306
2022/11/19,22976.49399
2022/11/20,22174.04227
2022/11/21,22862.97302
2022/11/22,22614.07665
2022/11/23,22670.83272
2022/11/24,22585.20011
2022/11/25,22226.00748
2022/11/26,22812.39485
2022/11/27,22146.38429
2022/11/28,22073.44709
2022/11/29,24279.6525
2022/11/30,24332.67872
2022/12/1,25261.53239
2022/12/2,23373.85434
2022/12/3,24263.35745
2022/12/4,24203.15572
2022/12/5,24376.2615
2022/12/6,24842.32787
2022/12/7,24517.38792
2022/12/8,24200.54894
2022/12/9,24283.52463
2022/12/10,23623.83568
2022/12/11,23452.51767
2022/12/12,24663.09223
2022/12/13,25261.53239
2022/12/14,24663.09223
2022/12/15,25319.47475
2022/12/16,24620.82426
2022/12/17,24758.49345
2022/12/18,24499.17899
2022/12/19,24313.59124
2022/12/20,24214.40222
2022/12/21,24069.11861
2022/12/22,24859.52171
2022/12/23,24842.32787
2022/12/24,24362.56711
2022/12/25,23937.74586
2022/12/26,24510.31172
2022/12/27,24825.8064
2022/12/28,24575.99426
2022/12/29,24440.53001
2022/12/30,24754.99134
2022/12/31,24876.847
2023/1/1,24855.69232
2023/1/2,24599.75898
2023/1/3,24470.82386
2023/1/4,25031.60391
2023/1/5,25031.60391
2023/1/6,24965.98812
2023/1/7,24961.07723
2023/1/8,24902.65231
2023/1/9,24813.9216
2023/1/10,25356.93525
2023/1/11,24593.40974
2023/1/12,24075.34271
2023/1/13,25275.57498
2023/1/14,24581.14322
2023/1/15,24795.54371
2023/1/16,24683.81965
2023/1/17,25021.87353
2023/1/18,24989.23657
2023/1/19,23425.82581
2023/1/20,23884.40948
2023/1/21,23279.54178
2023/1/22,22050.57905
2023/1/23,23093.07719
2023/1/24,24264.16302
2023/1/25,23449.79817
2023/1/26,22721.24392
2023/1/27,24156.92167
2023/1/28,24228.44427
2023/1/29,23974.19949
2023/1/30,24003.63934
2023/1/31,24002.92121
2023/2/1,24395.32516
2023/2/2,24744.83025
2023/2/3,24464.82028
2023/2/4,23884.70333
2023/2/5,23169.89723
2023/2/6,24418.40907
2023/2/7,24193.24281
2023/2/8,24631.75438
2023/2/9,24283.52605
2023/2/10,24283.52605
2023/2/11,24041.95596
2023/2/12,23987.30852
2023/2/13,24679.9839
2023/2/14,24864.83113
2023/2/15,24689.14403
2023/2/16,24439.32155
2023/2/17,23945.83436
2023/2/18,23431.81843
2023/2/19,23714.80234
2023/2/20,24357.26066
2023/2/21,24069.95748
2023/2/22,24276.85781
2023/2/23,23890.67092
2023/2/24,24431.61207
2023/2/25,23393.92864
2023/2/26,23397.75559
2023/2/27,24102.1043
2023/2/28,23339.51376
2023/3/1,23613.62422
2023/3/2,23994.24954
2023/3/3,23046.83239
2023/3/4,22065.09517
2023/3/5,22809.72644
2023/3/6,21947.82755
2023/3/7,22227.07396
2023/3/8,21996.3356
2023/3/9,21961.78442
2023/3/10,22911.65276
2023/3/11,22261.98558
2023/3/12,22317.61776
2023/3/13,22462.92976
2023/3/14,22761.37698
2023/3/15,22903.48241
2023/3/16,22743.07273
2023/3/17,22340.2286
2023/3/18,21506.54583
2023/3/19,21564.08346
2023/3/20,22021.42808
2023/3/21,21666.50991
2023/3/22,22149.55831
2023/3/23,22646.00322
2023/3/24,21884.37319
2023/3/25,21616.17158
2023/3/26,21311.18138
2023/3/27,21574.94599
2023/3/28,21337.25462
2023/3/29,21534.61277
2023/3/30,20907.13163
2023/3/31,21005.2062
2023/4/1,21148.06669
2023/4/2,20501.32443
2023/4/3,20586.30366
2023/4/4,20752.89444
2023/4/5,19999.21484
2023/4/6,20663.42478
2023/4/7,21600.92992
2023/4/8,20779.17266
2023/4/9,20951.34225
2023/4/10,20524.23265
2023/4/11,20803.40302
2023/4/12,21009.28691
2023/4/13,20120.29829
2023/4/14,20133.40309
2023/4/15,19884.62221
2023/4/16,19675.49162
2023/4/17,19950.55104
2023/4/18,20412.10174
2023/4/19,19958.52969
2023/4/20,20553.81625
2023/4/21,20242.52571
2023/4/22,20333.69182
2023/4/23,20438.62591
2023/4/24,20330.24792
2023/4/25,21225.59248
2023/4/26,20796.60356
2023/4/27,20549.46284
2023/4/28,20414.11575
2023/4/29,20066.20813
2023/4/30,19551.35385
2023/5/1,19075.07447
2023/5/2,18698.67652
2023/5/3,18361.22474
2023/5/4,19702.25527
2023/5/5,20209.26876
2023/5/6,19833.57325
2023/5/7,19714.29618
2023/5/8,20116.59568
2023/5/9,20248.64999
2023/5/10,20477.80194
2023/5/11,19979.11011
2023/5/12,20818.86648
2023/5/13,19659.24772
2023/5/14,19574.59486
2023/5/15,20259.36008
2023/5/16,19568.79569
2023/5/17,20340.64178
2023/5/18,20079.73034
2023/5/19,19794.96707
2023/5/20,19300.92732
2023/5/21,19914.3937
2023/5/22,20355.82708
2023/5/23,19872.71012
2023/5/24,21001.59684
2023/5/25,19324.32184
2023/5/26,19712.22762
2023/5/27,19648.14122
2023/5/28,19703.79459
2023/5/29,19863.60672
2023/5/30,20044.53005
2023/5/31,19643.40608
2023/6/1,19298.47122
2023/6/2,19616.43651
2023/6/3,19819.55226
2023/6/4,19321.95849
2023/6/5,19680.2912
2023/6/6,20095.97504
2023/6/7,20030.6949
2023/6/8,20009.82976
2023/6/9,19775.67232
2023/6/10,19403.16157
2023/6/11,18593.01443
2023/6/12,19082.13508
2023/6/13,19601.49896
2023/6/14,19355.39025
2023/6/15,20060.14474
2023/6/16,21090.97093
2023/6/17,20708.36696
2023/6/18,20646.08315
2023/6/19,21634.18356
2023/6/20,20276.73652
2023/6/21,20222.60116
2023/6/22,19330.29073
2023/6/23,19687.66475
2023/6/24,20756.76697
2023/6/25,21778.79789
2023/6/26,21776.30052
2023/6/27,20763.47393
2023/6/28,21410.53633
2023/6/29,20966.61562
2023/6/30,20869.06495
2023/7/1,20515.59794
2023/7/2,20137.89796
2023/7/3,21462.83367
2023/7/4,21336.41199
2023/7/5,19812.13988
2023/7/6,20707.12071
2023/7/7,19853.06466
2023/7/8,19896.89329
2023/7/9,20076.16788
2023/7/10,19920.07682
2023/7/11,19915.00414
2023/7/12,20017.04631
2023/7/13,21038.23744
2023/7/14,19642.12715
2023/7/15,20144.17827
2023/7/16,18460.92103
2023/7/17,19782.30166
2023/7/18,20485.29521
2023/7/19,20630.97044
2023/7/20,22538.71541
2023/7/21,20852.55394
2023/7/22,20115.66363
2023/7/23,19636.42338
2023/7/24,20872.81071
2023/7/25,21261.62595
2023/7/26,21311.32539
2023/7/27,21149.66832
2023/7/28,21024.995
2023/7/29,20872.1815
2023/7/30,20870.70006
2023/7/31,21400.20504
2023/8/1,21277.73967
2023/8/2,20228.38074
2023/8/3,20823.64841
2023/8/4,21172.68275
2023/8/5,18968.26935
2023/8/6,18772.41282
2023/8/7,19630.43562
2023/8/8,20277.04267
2023/8/9,20639.18047
2023/8/10,20289.35081
2023/8/11,20295.18367
2023/8/12,20318.65737
2023/8/13,19954.06551
2023/8/14,21130.39007
2023/8/15,21660.21022
2023/8/16,22468.92267
2023/8/17,22828.8417
2023/8/18,22807.11077
2023/8/19,21337.14477
2023/8/20,21385.08661
2023/8/21,21262.17805
2023/8/22,20660.4981
2023/8/23,20915.07865
2023/8/24,21185.85523
2023/8/25,20496.36763
2023/8/26,20345.4317
2023/8/27,20057.9091
2023/8/28,20187.52355
2023/8/29,20209.42476
2023/8/30,20034.51834
2023/8/31,20041.15772
2023/9/1,19964.81871
2023/9/2,19557.80613
2023/9/3,19865.06099
2023/9/4,20717.87845
2023/9/5,20458.01461
2023/9/6,20660.86185
2023/9/7,20891.25042
2023/9/8,21191.51392
2023/9/9,20407.78958
2023/9/10,20441.62377
2023/9/11,21056.17162
2023/9/12,20549.99264
2023/9/13,20059.87005
2023/9/14,20259.17478
2023/9/15,20113.24613
2023/9/16,20325.26608
2023/9/17,20228.36518
2023/9/18,19926.14891
2023/9/19,20218.17541
2023/9/20,20102.66213
2023/9/21,19834.00106
2023/9/22,20394.06504
2023/9/23,19558.05569
2023/9/24,19512.19206
2023/9/25,19698.88012
2023/9/26,19951.0759
2023/9/27,19826.0042
2023/9/28,19751.75287
2023/9/29,17895.34617
2023/9/30,17991.94482
2023/10/1,17347.62673
2023/10/2,17530.3848
2023/10/3,18411.76339
2023/10/4,22579.49904
2023/10/5,19433.20704
2023/10/6,19233.23789
2023/10/7,19596.82435
2023/10/8,20665.15021
2023/10/9,21118.4285
2023/10/10,20631.99751
2023/10/11,20550.35714
2023/10/12,21013.08795
2023/10/13,20797.408
2023/10/14,20172.82176
2023/10/15,20426.82044
2023/10/16,20353.16102
2023/10/17,21303.45542
2023/10/18,21178.93623
2023/10/19,21882.5653
2023/10/20,22386.86137
2023/10/21,21827.35313
2023/10/22,22038.41949
2023/10/23,22623.11201
2023/10/24,21925.08905
2023/10/25,21890.54135
2023/10/26,22141.78504
2023/10/27,22579.49904
2023/10/28,22144.10788
2023/10/29,21989.69559
2023/10/30,22480.79776
2023/10/31,22680.05265
2023/11/1,22321.92256
2023/11/2,22414.30539
2023/11/3,22384.64904
2023/11/4,22148.72579
2023/11/5,22810.30743
2023/11/6,22983.87596
2023/11/7,23229.12957
2023/11/8,24347.00923
2023/11/9,24539.58261
2023/11/10,24917.64735
2023/11/11,24340.43852
2023/11/12,24564.402
2023/11/13,24618.65362
2023/11/14,25021.79736
2023/11/15,24963.75593
2023/11/16,24725.98612
2023/11/17,25114.9955
2023/11/18,24116.53255
2023/11/19,23934.66305
2023/11/20,24870.93386
2023/11/21,21351.54025
2023/11/22,24303.84733
2023/11/23,24269.1069
2023/11/24,24963.75593
2023/11/25,24637.21752
2023/11/26,25078.41508
2023/11/27,24373.99881
2023/11/28,25218.49862
2023/11/29,24369.92683
2023/11/30,24408.67979
2023/12/1,24711.16136
2023/12/2,23773.18487
2023/12/3,26282.53172
2023/12/4,23996.83161
2023/12/5,24332.2038
2023/12/6,24624.34929
2023/12/7,25402.92549
2023/12/8,25017.09024
2023/12/9,24961.60147
2023/12/10,25227.7116
2023/12/11,26081.5614
2023/12/12,26997.25893
2023/12/13,26901.12444
2023/12/14,27357.92349
2023/12/15,27286.68681
2023/12/16,26500.76109
2023/12/17,27052.80116
2023/12/18,27414.54512
2023/12/19,27918.20118
2023/12/20,28173.60965
2023/12/21,27424.57254
2023/12/22,28137.53548
2023/12/23,27742.79013
2023/12/24,27062.37514
2023/12/25,27120.2606
2023/12/26,27390.18606
2023/12/27,26548.98853
2023/12/28,26784.45619
2023/12/29,26447.8804
2023/12/30,25364.02685
2023/12/31,25455.52448
2024/1/1,25235.09232
2024/1/2,26447.84244
2024/1/3,26912.39795
2024/1/4,26255.67771
2024/1/5,26517.13322
2024/1/6,25906.21106
2024/1/7,26789.03141
2024/1/8,26781.44623
2024/1/9,26468.36905
2024/1/10,26309.9493
2024/1/11,26789.34333
2024/1/12,26350.2852
2024/1/13,26299.96508
2024/1/14,24899.19012
2024/1/15,26734.01757
2024/1/16,26020.45136
2024/1/17,26397.32597
2024/1/18,26305.37799
2024/1/19,26622.44326
2024/1/20,25830.44381
2024/1/21,25914.89893
2024/1/22,26959.21471
2024/1/23,27614.77578
2024/1/24,27655.6091
2024/1/25,26681.0314
2024/1/26,26468.76369
2024/1/27,26227.63478
2024/1/28,25695.95937
2024/1/29,26423.88711
2024/1/30,26566.63151
2024/1/31,26444.29454
2024/2/1,28055.20946
2024/2/2,27134.99496
2024/2/3,26890.39245
2024/2/4,26749.42987
2024/2/5,26628.84092
2024/2/6,26477.71974
2024/2/7,25586.44332
2024/2/8,25062.01148
2024/2/9,24228.69323
2024/2/10,22891.43014
2024/2/11,23412.87116
2024/2/12,23414.56728
2024/2/13,22927.50713
2024/2/14,22900.51801
2024/2/15,23315.51401
2024/2/16,23930.6411
2024/2/17,24319.20516
2024/2/18,23117.0905
2024/2/19,26190.9061
2024/2/20,25894.92173
2024/2/21,25955.78692
2024/2/22,25780.21199
2024/2/23,25460.62141
2024/2/24,25116.96084
2024/2/25,25065.42168
2024/2/26,25670.34738
2024/2/27,25652.2156
2024/2/28,25780.21198
2024/2/29,26224.70329
2024/3/1,26475.50256
2024/3/2,25521.10855
2024/3/3,25546.03692
2024/3/4,25351.76556
2024/3/5,25300.80676
2024/3/6,25065.0369
2024/3/7,24820.96573
2024/3/8,24735.9076
2024/3/9,23904.6663
2024/3/10,23503.91544
2024/3/11,23714.73642
2024/3/12,23840.22659
2024/3/13,24023.88248
2024/3/14,23860.09308
2024/3/15,22350.63088
2024/3/16,23397.95347
2024/3/17,22718.43379
2024/3/18,23392.59854
2024/3/19,23235.36352
2024/3/20,23292.45525
2024/3/21,23595.77001
2024/3/22,23098.42386
2024/3/23,23912.08196
2024/3/24,22722.07261
2024/3/25,22329.21448
2024/3/26,22590.30156
2024/3/27,24137.1421
2024/3/28,22809.81804
2024/3/29,23794.38971
2024/3/30,23443.50062
2024/3/31,22394.26302
2024/4/1,22490.21025
2024/4/2,21744.78919
2024/4/3,22910.43336
2024/4/4,20092.37054
2024/4/5,21328.04864
2024/4/6,21603.31395
2024/4/7,20889.23977
2024/4/8,21469.74816
2024/4/9,21075.63093
2024/4/10,21201.31856
2024/4/11,20207.04312
2024/4/12,19859.18123
2024/4/13,19634.50156
2024/4/14,19566.07203
2024/4/15,20076.58356
2024/4/16,20290.96628
2024/4/17,19689.68282
2024/4/18,20420.96628
2024/4/19,20487.58018
2024/4/20,19890.08783
2024/4/21,19597.06831
2024/4/22,19665.45153
2024/4/23,19302.04252
2024/4/24,19754.53455
2024/4/25,19203.96328
2024/4/26,19799.57361
2024/4/27,19589.65415
2024/4/28,19512.32333
2024/4/29,20330.47457
2024/4/30,19693.74024
2024/5/1,19161.22038
2024/5/2,17626.92147
2024/5/3,19472.06232
2024/5/4,19059.14888
2024/5/5,18928.18952
2024/5/6,20226.12579
2024/5/7,19702.81395
2024/5/8,20768.78447
2024/5/9,19316.12358
2024/5/10,19317.36069
2024/5/11,18769.80384
2024/5/12,18764.11337
2024/5/13,20269.38218
2024/5/14,19997.51837
2024/5/15,20043.24809
2024/5/16,19758.47395
2024/5/17,20707.63927
2024/5/18,19153.39608
2024/5/19,19290.54675
2024/5/20,19023.85868
2024/5/21,19557.55754
2024/5/22,19828.29642
2024/5/23,20343.46876
2024/5/24,20719.29147
2024/5/25,20083.0656
2024/5/26,18528.52846
2024/5/27,18871.23728
2024/5/28,19059.20928
2024/5/29,18716.01054
2024/5/30,19388.10352
2024/5/31,19294.53772
2024/6/1,19656.35756
2024/6/2,19115.29318
2024/6/3,18745.16307
2024/6/4,19465.89575
2024/6/5,19021.74162
2024/6/6,19684.34849
2024/6/7,19014.09232
2024/6/8,19326.08247
2024/6/9,17609.47532
2024/6/10,18700.19975
2024/6/11,19697.62666
2024/6/12,20487.13395
2024/6/13,19574.64508
2024/6/14,19022.69241
2024/6/15,19795.10967
2024/6/16,19474.89033
2024/6/17,20330.98693
2024/6/18,20478.27344
2024/6/19,21412.13132
2024/6/20,20979.70577
2024/6/21,21580.79811
2024/6/22,20533.52411
2024/6/23,19963.303
2024/6/24,19872.45836
2024/6/25,20284.54552
2024/6/26,20490.98756
2024/6/27,20906.92513
2024/6/28,21406.45788
2024/6/29,20508.04788
2024/6/30,20805.66126
2024/7/1,20885.87613
2024/7/2,20843.16852
2024/7/3,21079.61442
2024/7/4,19906.42745
2024/7/5,20483.36503
2024/7/6,20261.18581
2024/7/7,19862.68279
2024/7/8,20895.1728
2024/7/9,21122.97287
2024/7/10,21626.47736
2024/7/11,23184.02223
2024/7/12,21731.27499
2024/7/13,21343.53856
2024/7/14,21513.5259
2024/7/15,22440.29361
2024/7/16,22844.90632
2024/7/17,22271.95504
2024/7/18,22400.99446
2024/7/19,23041.88684
2024/7/20,22437.21435
2024/7/21,22496.1234
2024/7/22,22595.26925
2024/7/23,21500.69607
2024/7/24,21770.0014
2024/7/25,21892.08602
2024/7/26,20602.83533
2024/7/27,20477.48932
2024/7/28,20652.04132
2024/7/29,21404.00914
2024/7/30,21622.10426
2024/7/31,20632.62433
2024/8/1,19655.36072
2024/8/2,19929.04937
2024/8/3,20042.01225
2024/8/4,20177.00895
2024/8/5,20210.62684
2024/8/6,20511.78981
2024/8/7,21226.82615
2024/8/8,21656.94138
2024/8/9,21459.30784
2024/8/10,21692.16411
2024/8/11,20169.6956
2024/8/12,19336.99981
2024/8/13,20263.63547
2024/8/14,20727.55506
2024/8/15,21289.71135
2024/8/16,20978.97551
2024/8/17,21809.03486
2024/8/18,21637.59897
2024/8/19,21333.6536
2024/8/20,21295.46383
2024/8/21,21598.44326
2024/8/22,21347.25299
2024/8/23,20552.55985
2024/8/24,20439.13913
2024/8/25,20100.09736
2024/8/26,19585.88553
2024/8/27,20029.28913
2024/8/28,20051.12929
2024/8/29,19991.84707
2024/8/30,20265.02047
2024/8/31,19713.41676
2024/9/1,19229.69053
2024/9/2,18250.22234
2024/9/3,18982.96059
2024/9/4,19183.44124
2024/9/5,19148.85331
2024/9/6,18969.34514
2024/9/7,18912.89705
2024/9/8,18745.1261
2024/9/9,18574.52475
2024/9/10,19126.77344
2024/9/11,19102.51826
2024/9/12,19082.60776
2024/9/13,18970.99075
2024/9/14,18618.85832
2024/9/15,18509.09769
2024/9/16,18023.11439
2024/9/17,17656.05441
2024/9/18,16901.81432
2024/9/19,18098.18871
2024/9/20,18573.18051
2024/9/21,18729.81394
2024/9/22,18342.25094
2024/9/23,18067.95824
2024/9/24,18429.28317
2024/9/25,18464.39614
2024/9/26,18609.55523
2024/9/27,18601.74841
2024/9/28,18523.02887
2024/9/29,18409.35718
2024/9/30,18390.75663
2024/10/1,18107.07325
2024/10/2,15991.5264
2024/10/3,16831.7189
2024/10/4,16998.60965
2024/10/5,17487.17168
2024/10/6,17796.48891
2024/10/7,18411.13718
2024/10/8,18728.48454
2024/10/9,19128.90975
2024/10/10,19292.13541
2024/10/11,19448.01879
2024/10/12,19481.48852
2024/10/13,19584.36146
2024/10/14,19060.81076
2024/10/15,19438.19554
2024/10/16,19796.55516
2024/10/17,20034.49923
2024/10/18,20312.91081
2024/10/19,20685.95876
2024/10/20,20929.7136
2024/10/21,20509.81587
2024/10/22,20793.48534
2024/10/23,21219.43052
2024/10/24,21858.36623
2024/10/25,21213.99939
2024/10/26,21013.97123
2024/10/27,20999.01204
2024/10/28,21009.47021
2024/10/29,21347.2374
2024/10/30,21474.2399
2024/10/31,21482.32319
2024/11/1,21488.58315
2024/11/2,21362.57475
2024/11/3,21088.54352
2024/11/4,20967.31405
2024/11/5,21563.89451
2024/11/6,22030.05922
2024/11/7,22494.52413
2024/11/8,22256.22441
2024/11/9,22129.25653
2024/11/10,21246.59935
2024/11/11,20792.85228
2024/11/12,21613.98224
2024/11/13,21748.62143
2024/11/14,21683.67241
2024/11/15,21724.5671
2024/11/16,21603.05752
2024/11/17,21283.13328
2024/11/18,21607.98632
2024/11/19,22773.11716
2024/11/20,23014.61014
